sentence,emotion
personally experienced gut wrenching feeling kicked later making dumb mistakes result anxiety gets note way,1
went feeling helpless powerful,1
actually feeling little triumphant watching economic crisis unfold,0
want without feeling inhabited,1
research months ago,1
not feel petty crying skin,1
feel insulted saying real bigger man u real cows shit,1
love girls imagination read fair tales feel strongly reality also important,0
heard women whose interest experiences causes feel inadequate mothers wives friends,1
guess not feeling compassionate,0
run full computer scan vast antivirus shows no sinuses however still feeling kind paranoid programs,1
one feeling bit anxious long staying know need,1
feeling pretty pleased amount work trackchanges allowed document,0
honest surprised feeling emotional adopted rather juvenile sneer haney bored year old school,1
knew lot hormonal things going body uncontrollable crying still feeling uncertain everything,1
feel though doomed finding man,1
really feel lame today,1
feel like graph not show data accurately enough useful,0
lot feelings love warmth sometimes think tortured,1
feel quite ungrateful looking forward summer warmth light nights,1
feeling frightened core friends laughed sir harsh,1
not know makes feel distraught,1
feel gratitude generous gifts received wedding day years ago,0
feel like not good early,0
see face think amazing journey us feel privileged part,0
fond remained quiet liking either confused feeling feel inadequate,1
feeling truly adventurous ill go faut hawk sort,0
tired feeling like damaged goods victim,1
feel like gorgeous person,0
feel insulted feels not work money anymore put anything people buy radio find something play,1
feel funny mix emotions,0
never forget shot dye telling ok going feel hot flash feel like passed,0
not feel threatened,1
frequent hot flashes throughout day sometimes starting feel tender touch ache pain one spot back hope another new bone tumor metastasis,0
idea expect time consuming newton baby much feed might disrupt sleep potential feeling isolated scale back reasonably expect day,1
feel much love hi suppurative,0
feel accepted boys,0
sleeping heard neighbours screaming,1
mean feel like fucking obnoxious bitch admitting get lot messages guns space week,1
say feel emotional calm centered feel self respect grows desire better things naturally progresses,0
often feel offended people a nothing name son joshua joshua jose groan,1
really forgot feels laugh sincerely one make sincere laughter come back,0
feeling little dazed amount items no longer use decorations,0
think take experience far root feeling dissatisfied somewhat unhappy lately something else not able explain,1
get feeling tyler not fond idea,0
feel incredibly hopeless losing weight,1
not want feel outdated upright religious mormon girl nor want feel like remind everyone not drink smoke wear short dresses,1
suspect really appeal christian readers atheist ended feeling insulted religious message treatment topic,1
viewed back new year card presented feel sincere,0
tired feeling little thirty always puts better mood,1
stayed heritage christian fulfillment feel christ work action hands eyes legs voice supporting individuals blessed know support,0
feeling overwhelmed nothing fix,0
looking leaning bit forward feeling really keen not,0
not feel alarmed wonder,1
not feel frightened rarely scared place could not help feeling uneasy note company many big groups men woman visible anywhere,1
begged come note house got back left right away feeling distinctly unwelcome,1
really want people read blow ca not write anything interesting enough write feeling wants read boring kind thing,1
id feeling bit funny day verging note kind pre menstrual hate id bee nothing take really easy nothing,0
expected feel hope not pleasant surprise,0
going exam,1
feeling little better christmas spirit thought date id christmas decorations not finish even lights,0
started feeling little vulnerable note giant spotlight started blinding,1
sure much advantage psychological feeling cleverer competition hopelessly burdened big changing jump,1
